mOTU	kingdom	phylum	class	order	family	genus	species
OTU7016	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__unknown_Prevotella
OTU7017	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__unknown_Actinobacteria	f__unknown_Actinobacteria	g__unknown_Actinobacteria	s__marine actinobacterium MedAcidi-G2B
OTU7018	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__unknown_Clostridiales	g__unknown_Clostridiales	s__unknown_Clostridiales
OTU7019	k__Bacteria	p__Firmicutes	c__unknown_Firmicutes	o__unknown_Firmicutes	f__unknown_Firmicutes	g__unknown_Firmicutes	s__unknown_Firmicutes
OTU7020	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp. CAG:798
OTU7021	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__unknown_Alphaproteobacteria	f__unknown_Alphaproteobacteria	g__unknown_Alphaproteobacteria	s__unknown_Alphaproteobacteria
OTU7022	k__Bacteria	p__Firmicutes	c__unknown_Firmicutes	o__unknown_Firmicutes	f__unknown_Firmicutes	g__unknown_Firmicutes	s__unknown_Firmicutes
OTU7023	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__unknown_Lactobacillus
OTU7024	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__unknown_Alphaproteobacteria	f__unknown_Alphaproteobacteria	g__unknown_Alphaproteobacteria	s__unknown_Alphaproteobacteria
OTU7025	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__unknown_Gammaproteobacteria	f__unknown_Gammaproteobacteria	g__unknown_Gammaproteobacteria	s__unknown_Gammaproteobacteria
OTU7026	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__unknown_Clostridium
OTU7027	k__Bacteria	p__Proteobacteria	c__unknown_Proteobacteria	o__unknown_Proteobacteria	f__unknown_Proteobacteria	g__unknown_Proteobacteria	s__unknown_Proteobacteria
OTU7028	k__Bacteria	p__unknown_Bacteria	c__unknown_Bacteria	o__unknown_Bacteria	f__unknown_Bacteria	g__unknown_Bacteria	s__unknown_Bacteria
OTU7029	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__unknown_Alphaproteobacteria	f__unknown_Alphaproteobacteria	g__unknown_Alphaproteobacteria	s__unknown_Alphaproteobacteria
OTU7030	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__Sutterella	s__unknown_Sutterella
OTU7031	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__unknown_Clostridiales	g__unknown_Clostridiales	s__unknown_Clostridiales
OTU7032	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__unknown_Prevotella
OTU7033	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__unknown_Flavobacteriaceae	s__unknown_Flavobacteriaceae
OTU7034	k__Bacteria	p__Chloroflexi	c__unknown_Chloroflexi	o__unknown_Chloroflexi	f__unknown_Chloroflexi	g__unknown_Chloroflexi	s__unknown_Chloroflexi
OTU7035	k__Bacteria	p__Cyanobacteria	c__unknown_Cyanobacteria	o__Synechococcales	f__Prochloraceae	g__Prochlorococcus	s__unknown_Prochlorococcus
OTU7036	k__Bacteria	p__Chloroflexi	c__Dehalococcoidia	o__Dehalococcoidales	f__unknown_Dehalococcoidales	g__unknown_Dehalococcoidales	s__unknown_Dehalococcoidales
OTU7037	k__Bacteria	p__Bacteroidetes	c__unknown_Bacteroidetes	o__unknown_Bacteroidetes	f__unknown_Bacteroidetes	g__unknown_Bacteroidetes	s__unknown_Bacteroidetes
OTU7038	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Eubacteriaceae	g__Eubacterium	s__unknown_Eubacterium
OTU7039	k__Bacteria	p__Chloroflexi	c__unknown_Chloroflexi	o__unknown_Chloroflexi	f__unknown_Chloroflexi	g__unknown_Chloroflexi	s__unknown_Chloroflexi
OTU7040	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__unknown_Alphaproteobacteria	f__unknown_Alphaproteobacteria	g__unknown_Alphaproteobacteria	s__unknown_Alphaproteobacteria
OTU7041	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes sp. CAG:831
OTU7042	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__unknown_Flavobacteriaceae	s__unknown_Flavobacteriaceae
OTU7043	k__Bacteria	p__candidatus Saccharibacteria	c__unknown_candidatus Saccharibacteria	o__unknown_candidatus Saccharibacteria	f__unknown_candidatus Saccharibacteria	g__unknown_candidatus Saccharibacteria	s__candidatus Saccharibacteria oral taxon TM7x
OTU7044	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__candidatus Pelagibacter	s__unknown_candidatus Pelagibacter
OTU7045	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella sp. CAG:485
OTU7046	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__unknown_Selenomonadaceae	s__unknown_Selenomonadaceae
OTU7047	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__unknown_Flavobacteriaceae	s__unknown_Flavobacteriaceae
OTU7048	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcus	s__unknown_Ruminococcus
OTU7049	k__Bacteria	p__Cyanobacteria	c__unknown_Cyanobacteria	o__Synechococcales	f__Synechococcaceae	g__Synechococcus	s__unknown_Synechococcus
OTU7050	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella sp. CAG:873
OTU7051	k__Bacteria	p__Bacteroidetes	c__unknown_Bacteroidetes	o__unknown_Bacteroidetes	f__unknown_Bacteroidetes	g__unknown_Bacteroidetes	s__unknown_Bacteroidetes
OTU7052	k__Bacteria	p__unknown_Bacteria	c__unknown_Bacteria	o__unknown_Bacteria	f__unknown_Bacteria	g__unknown_Bacteria	s__unknown_Bacteria
OTU7053	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__unknown_Sutterellaceae	s__unknown_Sutterellaceae
OTU7054	k__Archaea	p__unknown_Archaea	c__unknown_Archaea	o__unknown_Archaea	f__unknown_Archaea	g__unknown_Archaea	s__unknown_Archaea
OTU7055	k__Bacteria	p__Verrucomicrobia	c__Opitutae	o__Puniceicoccales	f__Puniceicoccaceae	g__Coraliomargarita	s__Coraliomargarita sp. CAG:312
OTU7056	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp. CAG:167
OTU7057	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__candidatus Pelagibacter	s__unknown_candidatus Pelagibacter
OTU7058	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__unknown_Clostridiales	g__unknown_Clostridiales	s__unknown_Clostridiales
OTU7059	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__unknown_Akkermansia
OTU7060	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__unknown_Gammaproteobacteria	f__unknown_Gammaproteobacteria	g__unknown_Gammaproteobacteria	s__unknown_Gammaproteobacteria
OTU7061	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__unknown_Clostridiales	g__unknown_Clostridiales	s__unknown_Clostridiales
OTU7062	k__Bacteria	p__unknown_Bacteria	c__unknown_Bacteria	o__unknown_Bacteria	f__unknown_Bacteria	g__unknown_Bacteria	s__unknown_Bacteria
OTU7063	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__unknown_Clostridiales	g__unknown_Clostridiales	s__unknown_Clostridiales
OTU7064	k__Bacteria	p__Chloroflexi	c__unknown_Chloroflexi	o__unknown_Chloroflexi	f__unknown_Chloroflexi	g__unknown_Chloroflexi	s__unknown_Chloroflexi
OTU7065	k__Bacteria	p__Chloroflexi	c__Dehalococcoidia	o__Dehalococcoidales	f__unknown_Dehalococcoidales	g__unknown_Dehalococcoidales	s__unknown_Dehalococcoidales
OTU7066	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__unknown_Clostridiales	g__unknown_Clostridiales	s__unknown_Clostridiales
OTU7067	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__unknown_Clostridiales	g__unknown_Clostridiales	s__unknown_Clostridiales
OTU7068	k__Bacteria	p__Proteobacteria	c__unknown_Proteobacteria	o__unknown_Proteobacteria	f__unknown_Proteobacteria	g__unknown_Proteobacteria	s__unknown_Proteobacteria
OTU7069	k__Bacteria	p__unknown_Bacteria	c__unknown_Bacteria	o__unknown_Bacteria	f__unknown_Bacteria	g__unknown_Bacteria	s__unknown_Bacteria
OTU7070	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__unknown_Clostridiales	g__unknown_Clostridiales	s__unknown_Clostridiales
OTU7071	k__Bacteria	p__Verrucomicrobia	c__unknown_Verrucomicrobia	o__unknown_Verrucomicrobia	f__unknown_Verrucomicrobia	g__unknown_Verrucomicrobia	s__unknown_Verrucomicrobia
OTU7072	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__unknown_Clostridiales	g__unknown_Clostridiales	s__unknown_Clostridiales
OTU7073	k__Bacteria	p__Chloroflexi	c__Dehalococcoidia	o__Dehalococcoidales	f__unknown_Dehalococcoidales	g__unknown_Dehalococcoidales	s__unknown_Dehalococcoidales
OTU7074	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp. CAG:411
OTU7075	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__unknown_Actinobacteria	f__unknown_Actinobacteria	g__unknown_Actinobacteria	s__marine actinobacterium MedAcidi-G3
OTU7076	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__unknown_Clostridiales	g__unknown_Clostridiales	s__unknown_Clostridiales
OTU7077	k__Bacteria	p__Balneolaeota	c__Balneolia	o__Balneolales	f__Balneolaceae	g__unknown_Balneolaceae	s__unknown_Balneolaceae
OTU7078	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__unknown_Corynebacteriales	g__Lawsonella	s__Lawsonella clevelandensis
OTU7079	k__Bacteria	p__Chloroflexi	c__Dehalococcoidia	o__Dehalococcoidales	f__unknown_Dehalococcoidales	g__unknown_Dehalococcoidales	s__unknown_Dehalococcoidales
OTU7080	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__candidatus Pelagibacter	s__unknown_candidatus Pelagibacter
OTU7081	k__Bacteria	p__Firmicutes	c__unknown_Firmicutes	o__unknown_Firmicutes	f__unknown_Firmicutes	g__unknown_Firmicutes	s__unknown_Firmicutes
OTU7082	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Eggerthellales	f__Eggerthellaceae	g__Eggerthella	s__unknown_Eggerthella
OTU7083	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__unknown_Clostridiales	g__unknown_Clostridiales	s__unknown_Clostridiales
OTU7084	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__candidatus Pelagibacter	s__unknown_candidatus Pelagibacter
OTU7085	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Dialister	s__unknown_Dialister
OTU7086	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__unknown_Selenomonadaceae	s__unknown_Selenomonadaceae
OTU7087	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__unknown_Clostridiales	g__unknown_Clostridiales	s__unknown_Clostridiales
OTU7088	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Eubacteriaceae	g__Eubacterium	s__Eubacterium sp. CAG:581
OTU7089	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__unknown_Bacteroidales	g__unknown_Bacteroidales	s__unknown_Bacteroidales
OTU7090	k__Bacteria	p__unknown_Bacteria	c__unknown_Bacteria	o__unknown_Bacteria	f__unknown_Bacteria	g__unknown_Bacteria	s__unknown_Bacteria
OTU7091	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__unknown_Clostridiales	g__unknown_Clostridiales	s__unknown_Clostridiales
OTU7092	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__unknown_Gammaproteobacteria	f__unknown_Gammaproteobacteria	g__unknown_Gammaproteobacteria	s__unknown_Gammaproteobacteria
OTU7093	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__unknown_Clostridiales	g__unknown_Clostridiales	s__unknown_Clostridiales
OTU7094	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__unknown_Lachnospiraceae	s__unknown_Lachnospiraceae
OTU7095	k__Bacteria	p__unknown_Bacteria	c__unknown_Bacteria	o__unknown_Bacteria	f__unknown_Bacteria	g__unknown_Bacteria	s__unknown_Bacteria
OTU7096	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__unknown_Clostridiales	g__unknown_Clostridiales	s__unknown_Clostridiales
OTU7097	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__unknown_Clostridiales	g__unknown_Clostridiales	s__unknown_Clostridiales
OTU7098	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__unknown_Flavobacteriaceae	s__unknown_Flavobacteriaceae
OTU7099	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__unknown_Clostridiales	g__unknown_Clostridiales	s__unknown_Clostridiales
OTU7100	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__unknown_Gammaproteobacteria	f__unknown_Gammaproteobacteria	g__unknown_Gammaproteobacteria	s__unknown_Gammaproteobacteria
OTU7101	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella sp. CAG:1031
OTU7102	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__unknown_Alphaproteobacteria	f__unknown_Alphaproteobacteria	g__unknown_Alphaproteobacteria	s__unknown_Alphaproteobacteria
OTU7103	k__Bacteria	p__Chloroflexi	c__unknown_Chloroflexi	o__unknown_Chloroflexi	f__unknown_Chloroflexi	g__unknown_Chloroflexi	s__unknown_Chloroflexi
OTU7104	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__unknown_Clostridiales	g__unknown_Clostridiales	s__unknown_Clostridiales
OTU7105	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__unknown_Atopobiaceae	s__unknown_Atopobiaceae
OTU7106	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__unknown_Flavobacteriales	g__unknown_Flavobacteriales	s__unknown_Flavobacteriales
OTU7107	k__Bacteria	p__candidatus Saccharibacteria	c__unknown_candidatus Saccharibacteria	o__unknown_candidatus Saccharibacteria	f__unknown_candidatus Saccharibacteria	g__unknown_candidatus Saccharibacteria	s__unknown_candidatus Saccharibacteria
OTU7108	k__Bacteria	p__unknown_Bacteria	c__unknown_Bacteria	o__unknown_Bacteria	f__unknown_Bacteria	g__unknown_Bacteria	s__unknown_Bacteria
OTU7109	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__unknown_Flavobacteriaceae	s__unknown_Flavobacteriaceae
OTU7110	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__unknown_Bacteroidales	g__unknown_Bacteroidales	s__unknown_Bacteroidales
OTU7111	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Oscillospiraceae	g__Oscillibacter	s__unknown_Oscillibacter
OTU7112	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Oribacterium	s__unknown_Oribacterium
OTU7113	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__unknown_Verrucomicrobiales	g__unknown_Verrucomicrobiales	s__unknown_Verrucomicrobiales
OTU7114	k__Bacteria	p__Verrucomicrobia	c__unknown_Verrucomicrobia	o__unknown_Verrucomicrobia	f__unknown_Verrucomicrobia	g__unknown_Verrucomicrobia	s__unknown_Verrucomicrobia
OTU7115	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Neglecta	s__Neglecta timonensis
OTU7116	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Eubacteriaceae	g__Eubacterium	s__unknown_Eubacterium
OTU7117	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__unknown_Microbacteriaceae	s__unknown_Microbacteriaceae
OTU7118	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp. CAG:452
OTU7119	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__unknown_Gammaproteobacteria	f__unknown_Gammaproteobacteria	g__unknown_Gammaproteobacteria	s__unknown_Gammaproteobacteria
OTU7120	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia	s__unknown_Leptotrichia
OTU7121	k__Bacteria	p__unknown_Bacteria	c__unknown_Bacteria	o__unknown_Bacteria	f__unknown_Bacteria	g__unknown_Bacteria	s__unknown_Bacteria
OTU7122	k__Bacteria	p__unknown_Bacteria	c__unknown_Bacteria	o__unknown_Bacteria	f__unknown_Bacteria	g__unknown_Bacteria	s__unknown_Bacteria
OTU7123	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__unknown_Clostridium
OTU7124	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__unknown_Clostridiales	g__unknown_Clostridiales	s__unknown_Clostridiales
OTU7125	k__Bacteria	p__unknown_Bacteria	c__unknown_Bacteria	o__unknown_Bacteria	f__unknown_Bacteria	g__unknown_Bacteria	s__unknown_Bacteria
OTU7126	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__unknown_Flavobacteriaceae	s__unknown_Flavobacteriaceae
OTU7127	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__unknown_Rhodobacteraceae	s__unknown_Rhodobacteraceae
OTU7128	k__Archaea	p__Euryarchaeota	c__unknown_Euryarchaeota	o__unknown_Euryarchaeota	f__unknown_Euryarchaeota	g__unknown_Euryarchaeota	s__unknown_Euryarchaeota
OTU7129	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__unknown_Clostridiales	g__unknown_Clostridiales	s__unknown_Clostridiales
OTU7130	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__unknown_Clostridiales	g__unknown_Clostridiales	s__unknown_Clostridiales
OTU7131	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__unknown_Flavobacteriales	g__unknown_Flavobacteriales	s__unknown_Flavobacteriales
OTU7132	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__unknown_Bacteroidales	g__unknown_Bacteroidales	s__unknown_Bacteroidales
OTU7133	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__unknown_Alphaproteobacteria	f__unknown_Alphaproteobacteria	g__unknown_Alphaproteobacteria	s__unknown_Alphaproteobacteria
OTU7134	k__Bacteria	p__Chloroflexi	c__Dehalococcoidia	o__Dehalococcoidales	f__unknown_Dehalococcoidales	g__unknown_Dehalococcoidales	s__unknown_Dehalococcoidales
OTU7135	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__unknown_Actinobacteria	f__unknown_Actinobacteria	g__unknown_Actinobacteria	s__marine actinobacterium MedAcidi-G2A
OTU7136	k__Bacteria	p__unknown_Bacteria	c__unknown_Bacteria	o__unknown_Bacteria	f__unknown_Bacteria	g__unknown_Bacteria	s__unknown_Bacteria
OTU7137	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium	s__Phascolarctobacterium sp. CAG:207
OTU7138	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__unknown_Clostridiales	g__unknown_Clostridiales	s__unknown_Clostridiales
OTU7139	k__Bacteria	p__unknown_Bacteria	c__unknown_Bacteria	o__unknown_Bacteria	f__unknown_Bacteria	g__unknown_Bacteria	s__unknown_Bacteria
OTU7140	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Eubacteriaceae	g__Eubacterium	s__Eubacterium sp. CAG:274
OTU7141	k__Bacteria	p__Bacteroidetes	c__unknown_Bacteroidetes	o__unknown_Bacteroidetes	f__unknown_Bacteroidetes	g__unknown_Bacteroidetes	s__unknown_Bacteroidetes
OTU7142	k__Bacteria	p__Bacteroidetes	c__unknown_Bacteroidetes	o__unknown_Bacteroidetes	f__unknown_Bacteroidetes	g__unknown_Bacteroidetes	s__unknown_Bacteroidetes
OTU7143	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Faecalibacterium	s__unknown_Faecalibacterium
OTU7144	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__unknown_Flavobacteriaceae	s__unknown_Flavobacteriaceae
OTU7145	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__unknown_Clostridiales	g__unknown_Clostridiales	s__unknown_Clostridiales
OTU7146	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__unknown_Gammaproteobacteria	f__unknown_Gammaproteobacteria	g__unknown_Gammaproteobacteria	s__unknown_Gammaproteobacteria
OTU7147	k__Bacteria	p__Bacteroidetes	c__unknown_Bacteroidetes	o__unknown_Bacteroidetes	f__unknown_Bacteroidetes	g__unknown_Bacteroidetes	s__unknown_Bacteroidetes
OTU7148	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__unknown_Clostridiales	g__unknown_Clostridiales	s__unknown_Clostridiales
OTU7149	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__unknown_Clostridiales	g__unknown_Clostridiales	s__unknown_Clostridiales
OTU7150	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Hyphomonadaceae	g__Henriciella	s__unknown_Henriciella
OTU7151	k__Bacteria	p__Firmicutes	c__unknown_Firmicutes	o__unknown_Firmicutes	f__unknown_Firmicutes	g__unknown_Firmicutes	s__unknown_Firmicutes
OTU7152	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp. CAG:413
OTU7153	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__unknown_Clostridiales	g__unknown_Clostridiales	s__unknown_Clostridiales
OTU7154	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium prausnitzii
OTU7155	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__unknown_Clostridiales	g__unknown_Clostridiales	s__unknown_Clostridiales
OTU7156	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__unknown_Clostridiales	g__unknown_Clostridiales	s__unknown_Clostridiales
OTU7157	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__unknown_Clostridiales	g__unknown_Clostridiales	s__unknown_Clostridiales
OTU7158	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__unknown_Clostridiales	g__unknown_Clostridiales	s__unknown_Clostridiales
